15.3778,53.0158,-6.88532
67.4643,29.4949,91.8797
74.3956,58.2014,35.9323
69.9209,69.4652,-23.1619
66.136,27.2963,91.1557
74.0192,62.0545,35.8293
15.1305,52.1855,-6.34189
73.8792,59.1521,35.6341
-87.435,-3.49034,-3.29799
16.4357,52.0767,-5.54127
66.7949,29.2703,90.6128
16.6752,51.0416,-3.08302
17.0552,50.9458,-3.94046
67.854,29.3907,92.1958
17.2224,50.9194,-5.61233
67.4782,67.2269,-24.7257
-88.4296,-5.26478,-4.92711
69.9528,70.0905,-23.148
16.9259,51.3406,-4.92603
-88.4252,-4.7049,-4.49789
69.5665,70.2899,-24.9085
16.1661,50.2125,-8.33115
69.2263,68.2198,-23.6416
67.0101,68.9707,-22.4252
-87.5299,-4.55837,-2.97399
16.8815,50.9917,-4.29044
68.5416,68.2852,-22.658
-88.8701,-4.08008,-5.1852
65.7702,29.5638,91.9032
67.5929,30.2385,92.2509
68.227,28.9794,90.7166
14.9657,51.0325,-6.79215
-88.2435,-2.58362,-1.72023
71.8925,59.6647,34.4994
-88.7559,-3.34034,-5.15203
67.6546,31.6502,92.9649
73.6333,59.6325,35.8843
67.7014,29.3987,91.4095
17.6012,52.4148,-4.23233
15.6106,52.2926,-6.84497
72.4531,59.5666,35.5271
15.4742,53.3726,-6.33186
-90.0486,-5.28138,-5.74199
16.5488,52.4337,-4.40484
-88.8996,-4.80004,-2.54183
-87.143,-4.41961,-2.46954
70.3626,68.7638,-23.4993
67.2579,29.4359,89.9952
-89.0606,-4.2587,-3.6482
16.4223,52.7194,-4.56724
-88.4598,-3.26966,-3.29034
68.4992,68.8067,-22.4984
67.9217,30.3664,92.0199
17.5606,51.1716,-3.4354
73.41,58.4484,34.8213
68.5273,28.1542,92.4838
-89.1172,-3.48286,-4.4411
-88.8418,-4.43072,-3.30719
-88.5758,-2.2832,-4.50273
-88.3829,-5.62433,-4.16223
73.6265,60.066,37.8404
-89.5483,-4.77927,-1.74784
68.1484,70.1975,-22.3504
69.7964,68.2614,-24.3075
17.5794,51.4422,-3.62619
74.1724,59.2944,35.428
-90.2713,-5.36244,-4.51537
67.2034,31.5937,91.7616
68.9093,70.3512,-24.6599
66.5223,31.2966,90.6845
67.4086,31.3746,92.775
15.2735,52.8391,-7.04735
66.5543,29.2758,91.3947
-88.5009,-5.06429,-5.42863
-86.7361,-5.55601,-5.16377
69.2692,70.2315,-25.1936
69.8624,68.7223,-21.8846
67.1172,29.9231,91.2531
73.365,60.6759,33.7452
67.2912,29.8752,91.3696
13.8454,52.3349,-6.03486
68.7356,69.0643,-25.0819
67.8079,28.8378,91.4961
-89.1761,-3.90661,-5.06546
67.1845,29.4437,90.4386
17.2569,52.1514,-5.77107
74.6238,59.192,35.5348
66.2235,31.0348,91.1752
-89.3209,-5.54691,-4.44239
-89.0332,-3.76319,-4.68047
74.6497,60.7033,36.0376
69.5084,67.8334,-23.8617
68.3103,68.2942,-21.6292
65.9154,31.0858,91.2611
16.891,51.6375,-4.34896
-87.4192,-4.27641,-3.95705
16.3962,52.9788,-5.64683
-87.5788,-4.7485,-3.24936
73.6658,58.7032,34.9494
74.6072,58.7592,36.5601
